MacroPlot Name,Monitoring Status,Date,Index,Transect,Quadrat,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumQuadTran,QuadLen,QuadWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
B:FABCO 13,01Yr17,7/10/2011 2:39:31 PM,-2147483648,1,1,L,,,5,2,1,,,,,,,,,,,,,,,,PICO,,
B:FABCO 13,01Yr17,7/10/2011 2:39:31 PM,-2147483647,1,1,L,,,1,1,1,,,,,,,,,,,,,,,,PICO,,
B:FABCO 13,01Yr17,7/10/2011 2:39:31 PM,-2147483646,1,1,L,,,1,0.3,1,,,,,,,,,,,,,,,,ABCO,,
B:FABCO 13,01Yr17,7/10/2011 2:39:31 PM,-2147483645,1,1,L,,,1,0.15,1,,,,,,,,,,,,,,,,PICO,,
B:FABCO 13,01Yr17,7/10/2011 2:39:31 PM,-2147483644,1,1,L,,,1,0.15,1,,,,,,,,,,,,,,,,ABCO,,
B:FABCO 13,01Yr17,7/10/2011 2:39:31 PM,-2147483643,1,1,L,,,1,0.6,1,,,,,,,,,,,,,,,,PICO,,
B:FABCO 13,01Yr17,7/10/2011 2:39:31 PM,-2147483642,1,1,L,,,1,0.3,1,,,,,,,,,,,,,,,,PICO,,
B:FABCO 13,02Post,9/16/2021 6:15:09 PM,,,,,,,,,,,,,,1,1,10,5,50,,,,,,*No Seedlings Observed,,True,
B:FABCO 13,02Yr02,8/20/2023 12:55:55 PM,,,,,,,,,,,,,,1,1,10,5,50,CMc,GG,,,,,,True,
B:FABCO 13,02Yr02,8/20/2023 12:55:55 PM,1,1,1,L,,,43,0.15,1,,,,,,,,,,,,,,,,ABCO,,
B:FABCO 13,02Yr02,8/20/2023 12:55:55 PM,2,1,1,L,,,7,0.15,1,,,,,,,,,,,,,,,,PIJE,,
B:FABCO 13,02Yr02,8/20/2023 12:55:55 PM,3,1,1,L,,,1,3,1,,,,,,,,,,,,,,,,ABCO,,
B:FABCO 13,02Yr02,8/20/2023 12:55:55 PM,4,1,1,L,,,2,3,1,,,,,,,,,,,,,,,,CADE,,
B:FABCO 13,02Yr02,8/20/2023 12:55:55 PM,5,1,1,L,,,6,0.15,1,,,,,,,,,,,,,,,,CADE,,
FABCO 52,00Pre,8/8/1993 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FABCO 52,00Pre,8/8/1993 12:00:00 AM,1,1,1,L,,X,2,0.6,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,00Pre,8/8/1993 12:00:00 AM,2,1,1,L,,X,1,1,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,00Pre,8/8/1993 12:00:00 AM,3,1,1,L,,X,2,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,00Pre,8/8/1993 12:00:00 AM,4,1,1,L,,X,1,3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,01Post,10/25/1995 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FABCO 52,01Post,10/25/1995 12:00:00 AM,1,1,1,L,,X,3,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,01Yr01,7/18/1996 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FABCO 52,01Yr01,7/18/1996 12:00:00 AM,1,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
FABCO 52,01Yr01,7/18/1996 12:00:00 AM,2,1,1,L,,X,75,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,01Yr02,8/28/1997 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FABCO 52,01Yr02,8/28/1997 12:00:00 AM,1,1,1,L,,X,55,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,01Yr05,8/7/2000 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FABCO 52,01Yr05,8/7/2000 12:00:00 AM,1,1,1,L,,X,14,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,01Yr09,6/4/2004 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FABCO 52,01Yr09,6/4/2004 12:00:00 AM,1,1,1,D,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
FABCO 52,01Yr09,6/4/2004 12:00:00 AM,2,1,1,L,,X,40,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,01Yr09,6/4/2004 12:00:00 AM,3,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,02Yr03,7/21/2007 7:55:47 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FABCO 52,02Yr03,7/21/2007 7:55:47 AM,1,1,1,L,,X,1,0.15,1,,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,02Yr03,7/21/2007 7:55:47 AM,2,1,1,D,,X,1,1,1,,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,02Yr03,7/21/2007 7:55:47 AM,3,1,1,D,,X,1,2,1,,,, seed_all,,,,,,,,,,,,ABCO,,
FABCO 52,02Yr06,7/21/2010 1:08:27 PM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FABCO 52,02Yr06,7/21/2010 1:08:27 PM,-2147483648,1,1,L,,,41,0.15,1,,,,,,,,,,,,,,,,ABCO,,
FABCO 52,02Yr06,7/21/2010 1:08:27 PM,-2147483647,1,1,L,,,12,0.15,1,,,,,,,,,,,,,,,,PIJE,,
FABCO 52,03Yr01,8/2/2022 3:09:00 PM,,,,,,,,,,,,,,1,1,5,10,50,EMc,GG,,,,,,True,
FABCO 52,03Yr01,8/2/2022 3:09:00 PM,1,1,1,L,,,118,0.15,1,,,,,,,,,,,,,,,,ABCO,,
FPICO 01,00Pre,7/27/2001 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FPICO 01,00Pre,7/27/2001 12:00:00 AM,1,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PICO,,
FPICO 01,00Pre,7/27/2001 12:00:00 AM,2,1,1,L,,X,1,3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PICO,,
FPICO 01,00Pre,7/27/2001 12:00:00 AM,3,1,1,L,,X,2,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
FPICO 01,00Pre,7/27/2001 12:00:00 AM,4,1,1,L,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
FPICO 01,01Yr01,8/31/2003 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FPICO 01,01Yr01,8/31/2003 12:00:00 AM,1,1,1,L,,X,11,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PICO,,
FPICO 01,01Yr02,9/13/2004 12:00:00 AM,,,,,,,,,,,,,,1,1,25,10,250,,,,,,,,True,
FPICO 01,01Yr02,9/13/2004 12:00:00 AM,1,1,1,L,,X,157,0.15,1,yr 1 seedlings only read in 5x10 m belt,,, seed_all,,,,,,,,,,,,PICO,,
FPICO 01,01Yr02,9/13/2004 12:00:00 AM,2,1,1,D,,X,2,0.3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PICO,,
FPICO 01,01Yr02,9/13/2004 12:00:00 AM,3,1,1,D,,X,3,0.6,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PICO,,
FPICO 01,01Yr02,9/13/2004 12:00:00 AM,4,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PICO,,
FPICO 01,01Yr02,9/13/2004 12:00:00 AM,5,1,1,L,,X,2,0.15,1,,,,,,,,,,,,,,,,PICO,,
FPICO 01,01Yr05,7/23/2007 3:53:22 PM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FPICO 01,01Yr05,7/23/2007 3:53:22 PM,1,1,1,L,,X,44,0.15,0.1,,,, seed_all,,,,,,,,,,,,PICO,,
FPICO 01,01Yr10,7/22/2012 2:11:35 PM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FPICO 01,01Yr10,7/22/2012 2:11:35 PM,-2147483648,1,1,L,,,37,0.15,1,,,,,,,,,,,,,,,,PICO,,
FPICO 01,01Yr10,7/22/2012 2:11:35 PM,-2147483647,1,1,L,,,49,0.3,1,,,,,,,,,,,,,,,,PICO,,
FPICO 01,01Yr10,7/22/2012 2:11:35 PM,-2147483646,1,1,L,,,40,0.6,1,,,,,,,,,,,,,,,,PICO,,
FPICO 01,01Yr10,7/22/2012 2:11:35 PM,-2147483645,1,1,L,,,5,1,1,,,,,,,,,,,,,,,,PICO,,
FPICO 01,01Yr10,7/22/2012 2:11:35 PM,-2147483644,1,1,L,,,1,2,1,,,,,,,,,,,,,,,,PICO,,
FPICO 01,01Yr10,7/22/2012 2:11:35 PM,-2147483643,1,1,L,,,7,0.15,1,,,,,,,,,,,,,,,,ABCO,,
FPICO 01,01Yr10,7/22/2012 2:11:35 PM,-2147483642,1,1,L,,,4,0.6,1,,,,,,,,,,,,,,,,ABCO,,
FPICO 01,01Yr10,7/22/2012 2:11:35 PM,-2147483641,1,1,L,,,3,0.15,1,,,,,,,,,,,,,,,,ABMA,,
FPICO 01,01Yr10,7/22/2012 2:11:35 PM,-2147483640,1,1,L,,,2,0.6,1,,,,,,,,,,,,,,,,ABMA,,
FPICO 01,01Yr10,7/22/2012 2:11:35 PM,-2147483639,1,1,L,,,1,0.6,1,,,,,,,,,,,,,,,,PIJE,,
FPICO 01,02Yr01,7/19/2013 9:52:06 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FPICO 01,02Yr02,7/30/2014 10:42:04 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
FPICO 01,02Yr02,7/30/2014 10:42:04 AM,-2147483648,1,1,L,,,1,0.15,1,,,,,,,,,,,,,,,,PICO,,
FPICO 01,02Yr05,8/25/2017 11:50:46 AM,,,,,,,,,,,,,,1,1,5,10,50,,cf,,,,,,True,
FPICO 01,02Yr05,8/25/2017 11:50:46 AM,-2147483648,1,1,L,,,1,1,1,,,,,,,,,,,,,,,,PICO,,
FPICO 01,03Post,9/28/2021 4:59:36 PM,,,,,,,,,,,,,,1,1,5,10,50,Rehlander;Goff;Frenzen,,,,,No Seedlings,,True,
FPICO 01,03Yr01,8/17/2022 6:48:36 PM,,,,,,,,,,,,,,1,1,5,10,50,GG,EMc,,,,,,True,
B:FABCO 21,00Pre,6/11/1994 12:00:00 AM,,,,,,,,,,,,,,1,1,25,10,250,,,,,,,,True,
B:FABCO 21,00Pre,6/11/1994 12:00:00 AM,1,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
B:FABCO 21,00Pre,6/11/1994 12:00:00 AM,2,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 21,01Post,10/25/1994 12:00:00 AM,,,,,,,,,,,,,,1,1,25,10,250,,,,,,,,True,
B:FABCO 21,01Post,10/25/1994 12:00:00 AM,1,1,1,L,,X,5,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 21,01Post,10/25/1994 12:00:00 AM,2,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 21,01Yr01,7/6/1995 12:00:00 AM,,,,,,,,,,,,,,1,1,25,10,250,,,,,,,,True,
B:FABCO 21,01Yr01,7/6/1995 12:00:00 AM,1,1,1,L,,X,7,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
B:FABCO 21,01Yr01,7/6/1995 12:00:00 AM,2,1,1,L,,X,10,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 21,01Yr01,7/6/1995 12:00:00 AM,3,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 21,01Yr02,8/24/1996 12:00:00 AM,,,,,,,,,,,,,,1,1,25,10,250,,,,,,,,True,
B:FABCO 21,01Yr02,8/24/1996 12:00:00 AM,1,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
B:FABCO 21,01Yr02,8/24/1996 12:00:00 AM,2,1,1,L,,X,2,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
B:FABCO 21,01Yr02,8/24/1996 12:00:00 AM,3,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 21,01Yr02,8/24/1996 12:00:00 AM,4,1,1,L,,X,3,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 21,01Yr02,8/24/1996 12:00:00 AM,5,1,1,L,,X,2,0.6,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 21,01Yr05,9/1/1999 12:00:00 AM,,,,,,,,,,,,,,1,1,25,10,250,,,,,,,,True,
B:FABCO 21,01Yr05,9/1/1999 12:00:00 AM,1,1,1,L,,X,2,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 21,01Yr05,9/1/1999 12:00:00 AM,2,1,1,L,,X,4,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 21,01Yr17,7/8/2011 2:37:58 PM,,,,,,,,,,,,,,1,1,10,5,50,,,,,,,,True,
B:FABCO 21,01Yr17,7/8/2011 2:37:58 PM,-2147483648,1,1,L,,,1,0.3,1,,,,,,,,,,,,,,,,CADE,,
B:FABCO 21,02Post,9/29/2021 5:05:48 PM,,,,,,,,,,,,,,1,1,10,5,50,Rehlaender;Frenzen;Goff,Goff,,,,No Seedlings Observed,,True,
B:FABCO 21,02Yr02,8/22/2023 12:58:59 PM,,,,,,,,,,,,,,1,1,10,5,50,CMc,GG,,,,,,True,
B:FABCO 21,02Yr02,8/22/2023 12:58:59 PM,1,1,1,L,,,1,0.15,1,,,,,,,,,,,,,,,,CADE,,
B:FABCO 20,00Pre,8/5/1993 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
B:FABCO 20,00Pre,8/5/1993 12:00:00 AM,1,1,1,L,,X,2,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,00Pre,8/5/1993 12:00:00 AM,2,1,1,D,,X,1,1,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,00Pre,8/5/1993 12:00:00 AM,3,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,00Pre,8/5/1993 12:00:00 AM,4,1,1,L,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,00Pre,8/5/1993 12:00:00 AM,5,1,1,L,,X,2,0.6,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,00Pre,8/5/1993 12:00:00 AM,6,1,1,L,,X,1,1,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,00Pre,8/5/1993 12:00:00 AM,7,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PILA,,
B:FABCO 20,00Pre,8/5/1993 12:00:00 AM,8,1,1,L,,X,2,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PILA,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,1,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,2,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,3,1,1,L,,X,1,3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,4,1,1,D,,X,10,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,5,1,1,D,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,6,1,1,D,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,7,1,1,D,,X,1,1,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,8,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,9,1,1,L,,X,2,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,10,1,1,D,,X,6,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,11,1,1,L,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,12,1,1,D,,X,9,0.3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,13,1,1,D,,X,8,0.6,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,14,1,1,L,,X,4,0.6,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,15,1,1,D,,X,5,1,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,16,1,1,L,,X,10,1,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,17,1,1,D,,X,3,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,18,1,1,L,,X,6,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,19,1,1,L,,X,2,3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,20,1,1,D,,X,1,4,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,21,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PILA,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,22,1,1,D,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PILA,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,23,1,1,D,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PILA,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,24,1,1,L,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PILA,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,25,1,1,L,,X,1,1,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PILA,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,26,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PILA,,
B:FABCO 20,01Post,10/26/1993 12:00:00 AM,27,1,1,L,,X,1,3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PILA,,
B:FABCO 20,01Yr01,8/11/1994 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
B:FABCO 20,01Yr01,8/11/1994 12:00:00 AM,1,1,1,D,,X,1,1,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
B:FABCO 20,01Yr01,8/11/1994 12:00:00 AM,2,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,01Yr01,8/11/1994 12:00:00 AM,3,1,1,L,,X,32,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr01,8/11/1994 12:00:00 AM,4,1,1,D,,X,2,0.3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr01,8/11/1994 12:00:00 AM,5,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr01,8/11/1994 12:00:00 AM,6,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PILA,,
B:FABCO 20,01Yr02,9/2/1995 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
B:FABCO 20,01Yr02,9/2/1995 12:00:00 AM,1,1,1,L,,X,19,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
B:FABCO 20,01Yr02,9/2/1995 12:00:00 AM,2,1,1,L,,X,9,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,01Yr02,9/2/1995 12:00:00 AM,3,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,01Yr02,9/2/1995 12:00:00 AM,4,1,1,L,,X,21,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr02,9/2/1995 12:00:00 AM,5,1,1,D,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr02,9/2/1995 12:00:00 AM,6,1,1,D,,X,8,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr02,9/2/1995 12:00:00 AM,7,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PILA,,
B:FABCO 20,01Yr05,8/5/1998 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
B:FABCO 20,01Yr05,8/5/1998 12:00:00 AM,1,1,1,L,,X,8,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
B:FABCO 20,01Yr05,8/5/1998 12:00:00 AM,2,1,1,L,,X,152,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,01Yr05,8/5/1998 12:00:00 AM,3,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,01Yr05,8/5/1998 12:00:00 AM,4,1,1,L,,X,61,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr05,8/5/1998 12:00:00 AM,5,1,1,D,,X,4,0.3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr05,8/5/1998 12:00:00 AM,6,1,1,D,,X,1,1,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr10,9/27/2003 12:00:00 AM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
B:FABCO 20,01Yr10,9/27/2003 12:00:00 AM,1,1,1,L,,X,9,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,PIJE,,
B:FABCO 20,01Yr10,9/27/2003 12:00:00 AM,2,1,1,L,,X,42,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,CADE,,
B:FABCO 20,01Yr10,9/27/2003 12:00:00 AM,3,1,1,L,,X,66,0.15,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr10,9/27/2003 12:00:00 AM,4,1,1,D,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr10,9/27/2003 12:00:00 AM,5,1,1,D,,X,1,1,1,,,, seed_all,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr20,7/21/2013 2:57:25 PM,,,,,,,,,,,,,,1,1,5,10,50,,,,,,,,True,
B:FABCO 20,01Yr20,7/21/2013 2:57:25 PM,-2147483648,1,1,L,,,11,0.15,1,,,,,,,,,,,,,,,,CADE,,
B:FABCO 20,01Yr20,7/21/2013 2:57:25 PM,-2147483647,1,1,L,,,20,0.3,1,,,,,,,,,,,,,,,,CADE,,
B:FABCO 20,01Yr20,7/21/2013 2:57:25 PM,-2147483646,1,1,L,,,4,0.6,1,,,,,,,,,,,,,,,,CADE,,
B:FABCO 20,01Yr20,7/21/2013 2:57:25 PM,-2147483645,1,1,L,,,9,0.15,1,,,,,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr20,7/21/2013 2:57:25 PM,-2147483644,1,1,L,,,22,0.3,1,,,,,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr20,7/21/2013 2:57:25 PM,-2147483643,1,1,L,,,11,0.6,1,,,,,,,,,,,,,,,,ABCO,,
B:FABCO 20,01Yr20,7/21/2013 2:57:25 PM,-2147483642,1,1,L,,,8,0.3,1,,,,,,,,,,,,,,,,PIJE,,
B:FABCO 20,01Yr20,7/21/2013 2:57:25 PM,-2147483641,1,1,L,,,3,0.6,1,,,,,,,,,,,,,,,,PIJE,,
B:FABCO 20,01Yr20,7/21/2013 2:57:25 PM,-2147483640,1,1,L,,,1,1,1,,,,,,,,,,,,,,,,PIJE,,
B:FABCO 20,01Yr20,7/21/2013 2:57:25 PM,-2147483639,1,1,L,,,1,0.15,1,,,,,,,,,,,,,,,,PILA,,
B:FABCO 20,01Yr25,8/22/2018 6:04:27 PM,,,,,,,,,,,,,,1,1,5,10,50,,cf,,,,,,True,
B:FABCO 20,01Yr25,8/22/2018 6:04:27 PM,-2147483648,1,1,L,,,8,0.15,1,,,,,,,,,,,,,,,,CADE,,
B:FABCO 20,01Yr25,8/22/2018 6:04:27 PM,-2147483647,1,1,L,,,24,0.3,1,,,,,,,,,,,,,,,,CADE,,
